EwEVersion,6.6.5.17207 (compiled 12/14/2020),,,,,,,,,,,,,,,,,,,,,
Date,4/18/2024 15:51,,,,,,,,,,,,,,,,,,,,,
ModelName,NWACS AM 7ages,,,,,,,,,,,,,,,,,,,,,
EcosimScenario,base_run,,,,,,,,,,,,,,,,,,,,,
TimeSeries,(none),,,,,,,,,,,,,,,,,,,,,
StartYear,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
MSY run,MSY,,,,,,,,,,,,,,,,,,,,,
Assessment,stationary_stock,,,,,,,,,,,,,,,,,,,,,
Fleet,F.menhaden,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,striped bass 0,striped bass 2-5,striped bass 6+,menhaden 0,menhaden 1,menhaden 2,menhaden 3,menhaden 4,menhaden 5,menhaden 6+,spiny dogfish,bluefish juv,bluefish adult,weakfish juv,weakfish adult,Atlantic herring 0-1,Atlantic herring 2+,anchovies,benthos,zooplankton,phytoplankton,Detritus
FmsyFound,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
F,striped bass 0,striped bass 2-5,striped bass 6+,menhaden 0,menhaden 1,menhaden 2,menhaden 3,menhaden 4,menhaden 5,menhaden 6+,spiny dogfish,bluefish juv,bluefish adult,weakfish juv,weakfish adult,Atlantic herring 0-1,Atlantic herring 2+,anchovies,benthos,zooplankton,phytoplankton,Detritus
9.042849,1.58E-06,0.000737796,0.00316403,2.82E-28,5.64E-27,6.93E-27,4.09E-28,7.04E-29,3.36E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.057135,1.58E-06,0.000737796,0.00316403,2.81E-28,5.62E-27,6.89E-27,4.06E-28,6.98E-29,3.34E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.071421,1.58E-06,0.000737796,0.00316403,2.80E-28,5.61E-27,6.86E-27,4.03E-28,6.91E-29,3.32E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.085707,1.58E-06,0.000737796,0.00316403,2.79E-28,5.59E-27,6.83E-27,4.00E-28,6.84E-29,3.30E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.099993,1.58E-06,0.000737796,0.00316403,2.78E-28,5.57E-27,6.80E-27,3.97E-28,6.78E-29,3.28E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.114279,1.58E-06,0.000737796,0.00316403,2.77E-28,5.55E-27,6.76E-27,3.94E-28,6.72E-29,3.27E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.128565,1.58E-06,0.000737796,0.00316403,2.76E-28,5.53E-27,6.73E-27,3.91E-28,6.65E-29,3.25E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.142851,1.58E-06,0.000737796,0.00316403,2.75E-28,5.52E-27,6.70E-27,3.88E-28,6.59E-29,3.23E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.157137,1.58E-06,0.000737796,0.00316403,2.74E-28,5.50E-27,6.67E-27,3.85E-28,6.53E-29,3.21E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.171423,1.58E-06,0.000737796,0.00316403,2.73E-28,5.48E-27,6.64E-27,3.82E-28,6.47E-29,3.20E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.185709,1.58E-06,0.000737796,0.00316403,2.72E-28,5.47E-27,6.61E-27,3.79E-28,6.41E-29,3.18E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.199995,1.58E-06,0.000737796,0.00316403,2.71E-28,5.45E-27,6.58E-27,3.76E-28,6.35E-29,3.17E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.214281,1.58E-06,0.000737796,0.00316403,2.70E-28,5.43E-27,6.55E-27,3.74E-28,6.29E-29,3.15E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.228567,1.58E-06,0.000737796,0.00316403,2.69E-28,5.42E-27,6.52E-27,3.71E-28,6.23E-29,3.13E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.242853,1.58E-06,0.000737796,0.00316403,2.69E-28,5.40E-27,6.49E-27,3.68E-28,6.17E-29,3.12E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.257139,1.58E-06,0.000737796,0.00316403,2.68E-28,5.38E-27,6.47E-27,3.66E-28,6.11E-29,3.10E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.271425,1.58E-06,0.000737796,0.00316403,2.67E-28,5.37E-27,6.44E-27,3.63E-28,6.06E-29,3.09E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.285711,1.58E-06,0.000737796,0.00316403,2.66E-28,5.35E-27,6.41E-27,3.60E-28,6.00E-29,3.07E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.299997,1.58E-06,0.000737796,0.00316403,2.65E-28,5.34E-27,6.38E-27,3.58E-28,5.95E-29,3.06E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.314283,1.58E-06,0.000737796,0.00316403,2.64E-28,5.32E-27,6.35E-27,3.55E-28,5.89E-29,3.05E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.328569,1.58E-06,0.000737796,0.00316403,2.64E-28,5.31E-27,6.33E-27,3.53E-28,5.84E-29,3.03E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.342855,1.58E-06,0.000737796,0.00316403,2.63E-28,5.29E-27,6.30E-27,3.50E-28,5.79E-29,3.02E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.357141,1.58E-06,0.000737796,0.00316403,2.62E-28,5.28E-27,6.27E-27,3.48E-28,5.74E-29,3.01E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.371428,1.58E-06,0.000737796,0.00316403,2.61E-28,5.26E-27,6.25E-27,3.45E-28,5.68E-29,2.99E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.385714,1.58E-06,0.000737796,0.00316403,2.60E-28,5.25E-27,6.22E-27,3.43E-28,5.63E-29,2.98E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.4,1.58E-06,0.000737796,0.00316403,2.60E-28,5.23E-27,6.19E-27,3.40E-28,5.58E-29,2.97E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.414286,1.58E-06,0.000737796,0.00316403,2.59E-28,5.22E-27,6.17E-27,3.38E-28,5.53E-29,2.96E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.428572,1.58E-06,0.000737796,0.00316403,2.58E-28,5.20E-27,6.14E-27,3.35E-28,5.48E-29,2.94E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.442858,1.58E-06,0.000737796,0.00316403,2.57E-28,5.19E-27,6.12E-27,3.33E-28,5.43E-29,2.93E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.457144,1.58E-06,0.000737796,0.00316403,2.57E-28,5.17E-27,6.09E-27,3.31E-28,5.39E-29,2.92E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.47143,1.58E-06,0.000737796,0.00316403,2.56E-28,5.16E-27,6.06E-27,3.28E-28,5.34E-29,2.91E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.485716,1.58E-06,0.000737796,0.00316403,2.55E-28,5.15E-27,6.04E-27,3.26E-28,5.29E-29,2.90E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.500002,1.58E-06,0.000737796,0.00316403,2.54E-28,5.13E-27,6.01E-27,3.24E-28,5.25E-29,2.89E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.514288,1.58E-06,0.000737796,0.00316403,2.54E-28,5.12E-27,5.99E-27,3.22E-28,5.20E-29,2.88E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.528574,1.58E-06,0.000737796,0.00316403,2.53E-28,5.11E-27,5.97E-27,3.19E-28,5.15E-29,2.87E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.54286,1.58E-06,0.000737796,0.00316403,2.52E-28,5.09E-27,5.94E-27,3.17E-28,5.11E-29,2.86E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.557146,1.58E-06,0.000737796,0.00316403,2.52E-28,5.08E-27,5.92E-27,3.15E-28,5.06E-29,2.85E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.571432,1.58E-06,0.000737796,0.00316403,2.51E-28,5.07E-27,5.89E-27,3.13E-28,5.02E-29,2.84E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.585718,1.58E-06,0.000737796,0.00316403,2.50E-28,5.05E-27,5.87E-27,3.11E-28,4.98E-29,2.83E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.600004,1.58E-06,0.000737796,0.00316403,2.50E-28,5.04E-27,5.85E-27,3.08E-28,4.93E-29,2.82E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.61429,1.58E-06,0.000737796,0.00316403,2.49E-28,5.03E-27,5.82E-27,3.06E-28,4.89E-29,2.81E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.628576,1.58E-06,0.000737796,0.00316403,2.48E-28,5.02E-27,5.80E-27,3.04E-28,4.85E-29,2.80E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.642862,1.58E-06,0.000737796,0.00316403,2.48E-28,5.00E-27,5.78E-27,3.02E-28,4.81E-29,2.79E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.657148,1.58E-06,0.000737796,0.00316403,2.47E-28,4.99E-27,5.76E-27,3.00E-28,4.77E-29,2.78E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.671434,1.58E-06,0.000737796,0.00316403,2.46E-28,4.98E-27,5.73E-27,2.98E-28,4.73E-29,2.77E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.68572,1.58E-06,0.000737796,0.00316403,2.46E-28,4.97E-27,5.71E-27,2.96E-28,4.69E-29,2.76E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.700006,1.58E-06,0.000737796,0.00316403,2.45E-28,4.95E-27,5.69E-27,2.94E-28,4.65E-29,2.76E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.714293,1.58E-06,0.000737796,0.00316403,2.44E-28,4.94E-27,5.67E-27,2.92E-28,4.61E-29,2.75E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.728579,1.58E-06,0.000737796,0.00316403,2.44E-28,4.93E-27,5.64E-27,2.90E-28,4.57E-29,2.74E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.742865,1.58E-06,0.000737796,0.00316403,2.43E-28,4.92E-27,5.62E-27,2.88E-28,4.53E-29,2.73E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.757151,1.58E-06,0.000737796,0.00316403,2.43E-28,4.91E-27,5.60E-27,2.86E-28,4.49E-29,2.72E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.771437,1.58E-06,0.000737796,0.00316403,2.42E-28,4.90E-27,5.58E-27,2.84E-28,4.45E-29,2.72E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.785723,1.58E-06,0.000737796,0.00316403,2.41E-28,4.88E-27,5.56E-27,2.82E-28,4.41E-29,2.71E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.800009,1.58E-06,0.000737796,0.00316403,2.41E-28,4.87E-27,5.54E-27,2.81E-28,4.38E-29,2.70E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.814295,1.58E-06,0.000737796,0.00316403,2.40E-28,4.86E-27,5.52E-27,2.79E-28,4.34E-29,2.69E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.828581,1.58E-06,0.000737796,0.00316403,2.40E-28,4.85E-27,5.49E-27,2.77E-28,4.30E-29,2.69E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.842867,1.58E-06,0.000737796,0.00316403,2.39E-28,4.84E-27,5.47E-27,2.75E-28,4.27E-29,2.68E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.857153,1.58E-06,0.000737796,0.00316403,2.39E-28,4.83E-27,5.45E-27,2.73E-28,4.23E-29,2.67E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.871439,1.58E-06,0.000737796,0.00316403,2.38E-28,4.82E-27,5.43E-27,2.71E-28,4.20E-29,2.67E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.885725,1.58E-06,0.000737796,0.00316403,2.37E-28,4.80E-27,5.41E-27,2.69E-28,4.16E-29,2.66E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.900011,1.58E-06,0.000737796,0.00316403,2.37E-28,4.79E-27,5.39E-27,2.68E-28,4.13E-29,2.65E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.914297,1.58E-06,0.000737796,0.00316403,2.36E-28,4.78E-27,5.37E-27,2.66E-28,4.09E-29,2.65E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.928583,1.58E-06,0.000737796,0.00316403,2.36E-28,4.77E-27,5.35E-27,2.64E-28,4.06E-29,2.64E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.942869,1.58E-06,0.000737796,0.00316403,2.35E-28,4.76E-27,5.33E-27,2.62E-28,4.03E-29,2.64E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.957155,1.58E-06,0.000737796,0.00316403,2.35E-28,4.75E-27,5.31E-27,2.61E-28,3.99E-29,2.63E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.971441,1.58E-06,0.000737796,0.00316403,2.34E-28,4.74E-27,5.29E-27,2.59E-28,3.96E-29,2.63E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.985727,1.58E-06,0.000737796,0.00316403,2.34E-28,4.73E-27,5.27E-27,2.57E-28,3.93E-29,2.62E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
