Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
July,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
August,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
September,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
October,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
November,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
December,0.00018823,0.1042313,0.2835286,0.000315015,0.018824745,0.160848329,0.228898185,0.134358481,0.036401776,0.007827277,0.01893923,0.2656345,0.2647868,0.00391347,0.07953631,0.003311629,0.230566,0,0,0,0,0
2016,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
February,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
March,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
April,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
May,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
June,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
July,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
August,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
September,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
October,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
November,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
December,0.00018823,0.1130439,0.3589694,0.000222482,0.013388518,0.133447262,0.220602026,0.127853274,0.033174342,0.006952119,0.01893923,0.5299085,0.1894206,0.001346438,0.0589195,0.024697,0.2574918,0,0,0,0,0
2017,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
February,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
March,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
April,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
May,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
June,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
July,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
August,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
September,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
October,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
November,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
December,0.00018823,0.1107925,0.2942654,0.000135961,0.008239479,0.092776694,0.164459279,0.095104554,0.024788123,0.005194062,0.01893923,0.6488021,0.3836895,0.001539058,0.06880698,0.03944127,0.2834153,0,0,0,0,0
